original,corrected
بریدگیهای,بریدگی های
تاسکباب,تاس کباب
قیدساز,قید ساز
جانپناه,جان پناه
دونپایه,دون پایه
روآمد,رو آمد
خودنمایانهی,خود نمایانه ی
ساقپوش,ساق پوش
سیاستمداری,سیاست مداری
پیشامدهای,پیشامد های
کشتزارها,کشتزار ها
ستونهایی,ستون هایی
سرستون,سر ستون
نرمتر,نرم تر
میگردید,می گردید
پیشساخته,پیش ساخته
پیکهای,پیک های
باغیرت,با غیرت
جمعهها,جمعه ها
انعطافپذیرند,انعطاف پذیرند
آببندهای,آب بند های
ازسیلزدگی,از سیل زدگی
فرمانبرداری,فرمان برداری
سختیهای,سختی های
رقتبار,رقت بار
مىخوام,می خوام
غریزهات,غریزه ات
شنودها,شنود ها
درمیآیند,در می آیند
استخوانهایم,استخوان هایم
کتفهایم,کتف هایم
کرده_باشی,کرده باشی
سروکلهشون,سروکله شون
ریههات,ریه هات
نگذشته_بود,نگذشته بود
درمیآورد,در می آورد
پاشدم,پا شدم
ترانهها,ترانه ها
نوآوریهای,نوآوری های
بخاریها,بخاری ها
شانهام,شانه ام
کتابچهی,کتابچه ی
پردستانداز,پر دست انداز
دستفروشی,دست فروشی
شبنمسان,شبنم سان
فرهنگهای,فرهنگ های
دلمرده,دل مرده
العادهی,العاده ی
کشیدهی,کشیده ی
توصیفناپذیر,توصیف نا پذیر
میسنجند,می سنجند
الزامآور,الزام آور
بردهام,برده ام
دردآور,درد آور
رضایتبخشی,رضایت بخشی
موازنهی,موازنه ی
راستگویی,راست گویی
اندوهگین,اندوه گین
اشعهی,اشعه ی
تحملناپذیر,تحمل نا پذیر
گلمحمدی,گل محمدی
ناپایان,نا پایان
کمکهایی,کمک هایی
پروندهی,پرونده ی
خودگذشتگی,خود گذشتگی
پررویی,پر رویی
بیقانون,بی قانون
سرزده,سر زده
بیفروغ,بی فروغ
ستمگری,ستم گری
بیحد,بی حد
پستخانه,پست خانه
مخفیگاه,مخفی گاه
پتوها,پتو ها
آفتابگردان,آفتاب گردان
خواهم_دلار,خواهم دلار
پرتابهای,پرتابه ای
دوچرخهای,دوچرخه ای
حیلهی,حیله ی
خواهد_گزید,خواهد گزید
کتابفروشیها,کتاب فروشی ها
کردهی,کرده ی
دیرباز,دیر باز
ستیزهجویی,ستیزه جویی
فایدهی,فایده ی
بیبهرهاند,بی بهره اند
چانهام,چانه ام
نیافته_است,نیافته است
آدمکشیها,آدم کشی ها
بلندپایهترین,بلند پایه ترین
نقیضهی,نقیضه ی
همپیوند,هم پیوند
دوراندیش,دور اندیش
کمياب,کم ياب
بيخيالش,بي خيالش
اينكارا,اين كارا
بليطهاي,بليط هاي
گردهمآيي,گرد هم آيي
ميبينن,مي بينن
هييييچ,هيچ
ايرانيها,ايراني ها
ميگه,مي گه
بيكار,بي كار
ميگفتم,مي گفتم
ميشم,مي شم
هيچکس,هيچ کس
نميکنم,نمي کنم
بيهوش,بي هوش
ميخواستم,مي خواستم
پيغامهامون,پيغام هامون
خواهیم_به,خواهیم به
نویسندهاش,نویسنده اش
ستارهها,ستاره ها
بیتابی,بی تابی
غیرسازنده,غیر سازنده
محکمتر,محکم تر
حسننیت,حسن نیت
بدگوییهای,بدگویی های
خشکیده_بود,خشکیده بود
فرامیگرفت,فرا می گرفت
آژیرها,آژیر ها
بیکاران,بی کاران
تلقتلق,تلق تلق
هوچیگری,هوچی گری
مصممانهی,مصممانه ی
نمایشنامههای,نمایش نامه های
معرکهای,معرکه ای
میپزد,می پزد
آرایندههای,آراینده های
پیوستگاه,پیوست گاه
گلبرگها,گلبرگ ها
سوزندهای,سوزنده ای
بیخبری,بی خبری
چشیده_است,چشیده است
میگردند,می گردند
میکوبیدند,می کوبیدند
هرچیز,هر چیز
عموجان,عمو جان
بیغیرت,بی غیرت
دیده_شد,دیده شد
تراشههای,تراشه های
نخواهیم_پرداخت,نخواهیم پرداخت
پارهاش,پاره اش
مستخدمهها,مستخدم ها
پیشخدمتی,پیش خدمتی
شمرده_شد,شمرده شد
خسته_شدیم,خسته شدیم
بعهدهٔ,به عهدهٔ
برگشته_بود,برگشته بود
آذینهای,آذین های
پلهای,پله ای
برخوردن,بر خوردن
برنیانگیخت,بر نیانگیخت
بختآزمایی,بخت آزمایی
شایبهی,شایبه ی
اندازهای,اندازه ای
فوارهوار,فواره وار
میدوزد,می دوزد
تپانچهی,تپانچه ی
بیمعنی,بی معنی
دروازهبان,دروازه بان
وعدههای,وعده های
باغبان,باغ بان
بیسیرت,بی سیرت
زاده_است,زاده است
بلعیده_شده_است,بلعیده شده است
صفحهای,صفحه ای
جمجمهی,جمجمه ی
فروشیها,فروشی ها
دایرهالمعارف,دایره المعارف
میسایند,می سایند
کشته_شدند,کشته شدند
واداشت,وا داشت
بیهنری,بی هنری
قالیبافی,قالی بافی
کلهام,کله ام
اندیشگر,اندیش گر
گیاهخواران,گیاه خواران
تورهای,تور های
خواهم_کافی,خواهم کافی
کیلومترهای,کیلومتر های
حلقهای,حلقه ای
عروسکها,عروسک ها
سیمکشی,سیم کشی
نامادری,نا مادری
بیربط,بی ربط
جنبهای,جنبه ای
بیشوهر,بی شوهر
باکتاب,با کتاب
گرفته_بودیم,گرفته بودیم
شیرها,شیر ها
اشتعالزاست,اشتعال زاست
امانتدار,امانت دار
آمادهباش,آماده باش
نانجیبی,نا نجیبی
تلنگرزنی,تلنگر زنی
ارمنیها,ارمنی ها
نمیشنود,نمی شنود
نتوانسته_است,نتوانسته است
شکنهای,شکن های
توریستهایی,توریست هایی
آمیخته_شود,آمیخته شود
نمیگذارد,نمی گذارد
میزداید,می زداید
کاسهای,کاسه ای
تفریحگاه,تفریح گاه
سرکوهی,سر کوهی
تیرهترین,تیره ترین
تشویقهای,تشویق های
خرخندهای,خرخنده ای
ظالمتر,ظالم تر
دروغگوی,دروغ گوی
خبرگیری,خبر گیری
میپرند,می پرند
دروغهای,دروغ های
بلندترین,بلند ترین
بفردی,به فردی
تخلیهی,تخلیه ی
تحتاللفظی,تحت الفظی
آورده_بودند,آورده بودند
بهپا,به پا
سکتهی,سکته ی
کوتاهتر,کوتاه تر
بنیانگزار,بنیان گزار
تمبردار,تمبر دار
رختهای,رخت های
مغازههای,مغازه های
هرزگرد,هرز گرد
مسالمتآمیزی,مسالمت آمیزی
خواهند_پیوست,خواهند پیوست
بنگاههایی,بنگاه هایی
تهیهی,تهیه ی
برمیگیرد,بر می گیرد
جوهای,جو های
خواهم_رسید,خواهم رسید
زنبارگی,زن بارگی
سبدسازی,سبد سازی
سربهسر,سر به سر
شبحهای,شبحه ای
شدیدترین,شدید ترین
زبانزد,زبان زد
زندهی,زنده ی
دشمنیهای,دشمنی های
خوشخواب,خوش خواب
تیرهی,تیره ی
پابندهای,پابند های
شاهپرهای,شاهپر های
دربیار,در بیار
مناسبتر,مناسب تر
خوشطعم,خوش طعم
خرگوشها,خرگوش ها
آبپزشده,آبپز شده
مقامها,مقام ها
نمیپسندیدند,نمی پسندیدند
سکههای,سکه های
کورکورانهای,کورکورانه ای
خوشحالترم,خوشحال ترم
ارزانترین,ارزان ترین
مقاطعهکاران,مقاطعه کاران
وقفهی,وقفه ی
نشانههای,نشانه های
گمشدهی,گم شده ی
کاسهی,کاسه ی
خسته_شد,خسته شد
بیجوابی,بی جوابی
گاهگاهی,گاه گاهی
محدودتری,محدود تری
پایینترین,پایین ترین
موتورخانهی,موتور خانه ی
موقعیتها,موقعیت ها
برونگردی,برون گردی
پژوهشکدهی,پژوهشکده ی
شکسته_شد,شکسته شد
بیرحمانهی,بی رحمانه ی
خسته_شده_بودم,خسته شده بودم
کوهستانها,کوهستان ها
بیجایی,بی جایی
توانستهایم,توانسته ایم
زادشهر,زاد شهر
اعجابآور,اعجاب آور
تعللپذیر,تعلل پذیر
پیمانهی,پیمانه ی
ناموزونی,نا موزونی
پرکرشمه,پر کرشمه
غیرنظامیان,غیر نظامیان
دیوارههای,دیواره های
دانشگاهیاش,دانشگاهی اش
کینآمیز,کین آمیز
لایههای,لایه های
سرمایهداری,سرمایه داری
پنجهی,پنجه ی
خورده_بودیم,خورده بودیم
پیراهنهایم,پیراهن هایم
پرتابراه,پرتاب راه
سنتها,سنت ها
حوضچهی,حوضچه ی
سروهای,سرو های
نعرهی,نعره ی
بیتجربگی,بی تجربگی
کاسچالهای,کاس چاله ای
طبقهبندی,طبقه بندی
طرادها,طراد ها
شرمآور,شرم آور
ندیده_باشد,ندیده باشد
مژههای,مژه های
زبالهی,زباله ی
نوآورانهی,نوآورانه ی
پیامها,پیام ها
منصهی,منصه ی
میپرستد,می پرستد
همدستی,هم دستی
راتایید,را تایید
فکرانهای,فکرانه ای
همسنجی,هم سنجی
چکمهی,چکمه ی
آلمانیها,آلمانی ها
مسئلهای,مسئله ای
خواهم_نوشت,خواهم نوشت
جیرهبندی,جیره بندی
بدجور,بد جور
سربازخانه,سرباز خانه
میچرخیدند,می چرخیدند
بامها,بام ها
مینشستند,می نشستند
پیادهها,پیاده ها
سرپولش,سر پولش
نمیگذرد,نمی گذرد
خوانده_است,خوانده است
مهمیزدار,مهمیز دار
پارچهای,پارچه ای
نابسامان,نا بسامان
سادهلوح,ساده لوح
زیستنامهی,زیست نامه ی
زندانها,زندان ها
رودهی,روده ی
ماهیانهای,ماهیانه ای
راهپیماییهای,راهپیمایی های
راهبهی,راهبه ی
ناگزیرساز,ناگزیر ساز
گوییهای,گویی های
خوشخوشک,خوش خوشک
نقشهبرداری,نقشه برداری
فصلهای,فصل های
مرضهای,مرض های
پوزهی,پوزه ی
افسونگر,افسون گر
پنجههای,پنجه های
خواهیم_حالا,خواهیم حالا
مرافراموش,مرا فراموش
گربهای,گربه ای
بیمارگونهای,بیمارگونه ای
چلچلهها,چلچله ها
وسوسهی,وسوسه ی
مستراحهای,مستراح های
فراگرفته_است,فراگرفته است
بستانهایی,بستان هایی
پنجرهاش,پنجره اش
نابخشودنی,نا بخشودنی
یکپارچهی,یک پارچه ی
روحالقدس,روح القدس
تیزپا,تیز پا
پیوندهای,پیوند های
میتراوند,می تراوند
بیملاحظگی,بی ملاحظگی
برقکار,برق کار
نوازندهی,نوازنده ی
فرارسیده,فرا رسیده
حومهی,حومه ی
تفرقهای,تفرقه ای
